date;url;var1;var2;var3;var4;var5;msg_to_2nd_degree;msg_to_3rd_degree,,,,,
30/09/2019;https://www.linkedin.com/sales/people/ACwAAADp8PwBbjRQFLZ0kBNpguhYx08g7tWzWkw,NAME_SEARCH,hQXp;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAAAG6a9ABaBrOQBTAAZvURWilz1GjwOP8psM,NAME_SEARCH,LaXR;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAABFHpjYBoSsGtlSjUOiCE-GSpIWPRBDKrIk,NAME_SEARCH,yZex;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAAAAGld4BAHg6OtVOP0Z9sNvtzw7-58PyeLE,NAME_SEARCH,f5r2;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAAAJjaK8Bo6LD9CjcwP0esIIVJ4B3sMXfgTo,NAME_SEARCH,vxOP;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAAAI8jHsBOJAVDXS-V8LeTdKu1HL6aiTmSVM,NAME_SEARCH,mJp6;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAAACrEyQBiu9B5ntmcNd-iyFlsHiLks4bZig,NAME_SEARCH,X_Dq;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAAAUYppQBLYjuVXnadjBe9XcmPEu3vkBEaC8,NAME_SEARCH,HVcJ;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAABHeptEBcyGyUzUiB5kmK4vOwcsweFhPVKk,NAME_SEARCH,1a0o;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAABdxaEgBRh6P5OUTTLWcSFmN3Rw43ASdke0,NAME_SEARCH,4rL4;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAABQztUUB_PQy3nFMTeXe5EbRQ5Wb7aCz_bo,NAME_SEARCH,9iyD;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAAAY_a5UBRuzTsbPU5D1f03vvJ9nUijKZqrA,NAME_SEARCH,lfap;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAAAEHCksBEktjIcSvy-MAIa8nIIB50Eq80nw,NAME_SEARCH,4GT2;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAAAATO2YBWddVHYuQKwQoZWS9SUkxaKPZ9Iw,NAME_SEARCH,U_xl;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAAArluGIBfClSI38a8wfQLZIGz81eeAcE5e4,NAME_SEARCH,3WRq;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAAAvTt_0B2vL4wnflf80SNnFWc0XEwFmqjFY,NAME_SEARCH,NMiI;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAAAE2ApsBXQWQ-UiUzbai3XDOPGPNULX9XLM,NAME_SEARCH,ZkTn;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAAABBqG0BeONcw77KO17q-cnPq8xCKhIXLuQ,NAME_SEARCH,hjfA;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAAAAMajoBulcKqf9Fj2sJ_obYWdG9r43RPrA,NAME_SEARCH,P9NQ;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAAADA_uIBbaFXFsVVIIFoj_6czuP_9j9-6wU,NAME_SEARCH,YVPI;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAAABUrnABIU1u4sCYia8JVkfQ3RxV6WU4eiE,NAME_SEARCH,rQl1;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAAAtaXAMBc12kRAXabU3NAl-2_qLQWqbRdg0,NAME_SEARCH,nJAd;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAABr4a6cBUKIxQ4NR3St2hdURF-yto6Ajq3Q,NAME_SEARCH,BolQ;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAAAVEeWgBeA3C1AyqARfzrIb_QgIuUTTa8AI,NAME_SEARCH,4a8Q;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAAAAVERIBeR8EY-6CAjyaFsNKGGXTsa4VlCc,NAME_SEARCH,CQ5T;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAAArBpo0BL75pP3GHoN0pKc4VvAPfwiQgS48,NAME_SEARCH,kHBX;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAAAHa8uMBEgQrMJftPBDzDcUm1nms6zuntUI,NAME_SEARCH,qpzJ;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAAARVQ-EBld7sqATijpYFTGffvV8wUrHBK0k,NAME_SEARCH,BqaE;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAAAYU3TsBWk8ic2KCzRprL8aaa9xmZ0aO7xs,NAME_SEARCH,hpXf;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAAASFbgcBfX9v47a-t451b_WxUo2b63dZ4do,NAME_SEARCH,vIp8;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAAAhyet0BnI9d2q6laCe-M4Y8SeivuQaZC4o,NAME_SEARCH,HuC6;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAAADT1dMBbjn_vMM8u1Z79S7Dg41CRqORn74,NAME_SEARCH,sezo;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAAABZN9sBc78Cbohq6C_mKriVHdHVIC5LYOc,NAME_SEARCH,TXQo;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAAA3LY6QBAV5l7kLmFz_4LkZYiAuhtXoiA3Q,NAME_SEARCH,Wo0u;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
30/09/2019;https://www.linkedin.com/sales/people/ACwAABh_jcwBokHIFmPVbyYdSEQVTvSBQg6OPZg,NAME_SEARCH,uRjr;na;na;na;na;na;Hi <runtime_firstName>, we've<runtime_commoncontacts_msg> mutual contacts. I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology & Im a BigData/AI/ML strategist. Im hoping to connect & follow you. Pls accpt my invite -Srujan;Hi <runtime_firstName>, Apologies for my direct approach. Im a BigData/AI/ML strategist & I helped Nike, Kellogs, Shell & Llyods solve challenges with data technology. Im hoping to connect to exchange meaningful conversations on our fields. Pls accpt my invite -Srujan
